id,date_issued,permit_number,category,island,origin,number_requested,requested_male,requested_female,port_of_discharge,date_of_arrival,arrival_month,acctual_arrival,number,male,female,year_permit_issued,flf,flm,mlf,breed,validity,ps_male,ps_female,gp_male,gp_female,mlm,requested_flf,requested_flm,requested_mlf,requested_mlm
115,16/08/2019,icdabaiq11019162074,"Day-old chicks",Mindanao,Austria,9360,2340,7020,"Day-old chicks",27/08/2019,August,9360,GP,0,0,2019,5200,1300,1820,"Arbor Acres",NULL,0,0,2340,7020,1040,5200,1300,1820,1040
116,06/09/2019,icdabaiq11019162097,"Hatching Eggs",Mindanao,Spain,100080,100080,0,naia,17/09/2019,September,100080,Terminal-Broiler,0,0,2019,0,0,0,Cobb,NULL,0,0,0,0,0,0,0,0,0
117,02/09/2019,icdabaiq11019162089,"Day-old chicks",Mindanao,Canada,16320,1760,14560,naia,20/09/2019,September,16320,PS-Layer,1760,14560,2019,0,0,0,"Lohman LSL",NULL,0,0,0,0,0,0,0,0,0
118,18/09/2019,icdabaiq11019162113,"Hatching Eggs",Mindanao,Spain,100080,100080,0,naia,24/09/2019,September,100080,Terminal-Broiler,0,0,2019,0,0,0,Cobb,NULL,0,0,0,0,0,0,0,0,0
119,06/09/2019,icdabaiq11019162099,"Day-old chicks",Mindanao,Australia,14352,1872,12480,naia,27/09/2019,September,14352,PS,0,0,2019,0,0,0,"Indian River Meat",NULL,1872,12480,0,0,0,0,0,0,0
120,06/09/2019,icdabaiq11019162096,"Day-old chicks",Mindanao,Australia,14352,1872,12480,naia,27/09/2019,September,14352,PS,0,0,2019,0,0,0,"Indian River Meat",NULL,1872,12480,0,0,0,0,0,0,0
121,23/09/2019,icdabaiq11019162116,"Day-old chicks",Mindanao,Australia,14352,1872,12480,NAIA,05/10/2019,October,14352,PS,0,0,2019,0,0,0,"Indian River Meat",NULL,1872,12480,0,0,0,0,0,0,0
122,27/09/2019,icdabaiq11019162129,"Day-old chicks",Mindanao,"United Kingdom",30170,10010,20160,NAIA,09/10/2019,October,30170,GP,0,0,2019,14910,6580,5250,Cobb,NULL,0,0,10010,20160,3430,14910,6580,5250,3430
123,15/10/2019,icdabaiq11019162192,"Hatching eggs",Mindanao,Belgium,100080,100080,0,naia,17/10/2019,October,100080,Terminal-Broiler,0,0,2019,0,0,0,Ross,NULL,100080,0,0,0,0,0,0,0,0
124,11/10/2019,icdabaiq11019162141,"Day-old chicks",Mindanao,Australia,14352,1872,12480,NAIA,19/10/2019,October,14352,PS,0,0,2019,0,0,0,"Indian River Meat",NULL,1872,12480,0,0,0,0,0,0,0
125,08/10/2019,icdabaiq11019162170,"Day-old chicks",Mindanao,Canada,26480,2400,24080,naia,20/10/2019,October,26480,PS-Layer,2400,24080,2019,0,0,0,"Lohman LSL",NULL,0,0,0,0,0,0,0,0,0
126,25/09/2019,icdabaiq11019162121,"Hatching eggs",Mindanao,Spain,100080,100080,0,NAIA,21/10/2019,October,100080,Terminal-Broiler,0,0,2019,0,0,0,Cobb,NULL,100080,0,0,0,0,0,0,0,0
127,04/10/2019,icdabaiq11019162156,"Day-old chicks",Mindanao,Netherlands,7278,751,6527,naia,26/10/2019,October,7278,PS-Layer,751,6527,2019,0,0,0,Hisex,NULL,0,0,0,0,0,0,0,0,0
128,25/09/2019,icdabaiq11019162120,"Hatching eggs",Mindanao,Spain,100080,100080,0,NAIA,29/10/2019,October,100080,Terminal-Broiler,0,0,2019,0,0,0,Cobb,NULL,100080,0,0,0,0,0,0,0,0
129,23/10/2019,icdabaiq11019162199,"Hatching eggs",Mindanao,Belgium,100080,100080,0,naia,31/10/2019,October,100080,Terminal-Broiler,0,0,2019,0,0,0,Cobb,NULL,100080,0,0,0,0,0,0,0,0
130,29/10/2019,icdabaiq11019162223,"Hatching eggs",Mindanao,Spain,100080,100080,0,NAIA,04/11/2019,November,100080,Terminal-Broiler,0,0,2019,0,0,0,Cobb,NULL,100080,0,0,0,0,0,0,0,0
131,29/10/2019,icdabaiq11019162228,"Hatching eggs",Mindanao,Belgium,100080,100080,0,NAIA,14/11/2019,November,100080,Terminal-Broiler,0,0,2019,0,0,0,Ross,NULL,100080,0,0,0,0,0,0,0,0
132,29/10/2019,icdabaiq11019162227,"Hatching eggs",Mindanao,Belgium,100080,100080,0,NAIA,14/11/2019,November,100080,Terminal-Broiler,0,0,2019,0,0,0,Ross,NULL,100080,0,0,0,0,0,0,0,0
133,29/10/2019,icdabaiq11019162224,"Hatching eggs",Mindanao,Belgium,100080,100080,0,NAIA,28/11/2019,November,100080,Terminal-Broiler,0,0,2019,0,0,0,Ross,NULL,100080,0,0,0,0,0,0,0,0
134,29/10/2019,icdabaiq11019162225,"Hatching eggs",Mindanao,Belgium,100080,100080,0,NAIA,28/11/2019,November,100080,Terminal-Broiler,0,0,2019,0,0,0,Ross,NULL,100080,0,0,0,0,0,0,0,0
135,28/11/2019,icdabaiq11019162311,"Day-old chicks",Mindanao,Netherlands,19136,2496,16640,naia,12/12/2019,December,19136,PS,0,0,2019,0,0,0,"Indian River Meat",NULL,2496,16640,0,0,0,0,0,0,0
136,28/11/2019,icdabaiq11019162310,"Day-old chicks",Mindanao,Netherlands,19136,2496,16640,NAIA,14/12/2019,December,19136,PS,0,0,2019,0,0,0,"Indian River Meat",NULL,2496,16640,0,0,0,0,0,0,0
137,18/11/2019,icdabaiq11019162275,"Day-old chicks",Mindanao,U.S.A.,17838,4078,13760,naia,19/12/2019,December,17838,GP,0,0,2019,10192,2854,3568,"Indian River Meat",NULL,0,0,4078,13760,1224,10192,2854,3568,1224
138,03/01/2020,icdabaiq11020162384,"Day-Old Chicks",Mindanao,"New Zealand",9782,1957,7825,NAIA,08/01/2020,January,9782,GP,0,0,2020,5928,1482,1897,Cobb,NULL,0,0,1957,7825,475,5928,1482,1897,475
139,19/12/2019,icdabaiq11019162355,"Day-Old Chicks",Mindanao,USA,17110,3912,13198,NAIA,23/01/2020,January,17110,GP,0,0,2020,9776,2738,3422,"IndiaIndian River Meat",NULL,0,0,3912,13198,1174,9776,2738,3422,1174
140,12/02/2020,icdabaiq11020162536,"Day-Old Chicks",Mindanao,Netherlands,5472,672,4800,NAIA,20/02/2020,February,5472,PS-Layer,672,4800,2020,0,0,0,"Shaver White",NULL,0,0,0,0,0,0,0,0,0
141,06/03/2020,icdabaiq11020162516,"Day-Old Chicks",Mindanao,Netherlands,14352,1872,12480,NAIA,12/03/2020,March,14352,PS,0,0,2020,0,0,0,Ross,NULL,1872,12480,0,0,0,0,0,0,0
142,15/04/2020,icdabaiq11020162544,"Hatching Eggs",Mindanao,Brazil,39600,4680,34920,NAIA,22/04/2020,April,39600,PS-Layer,4680,34920,2020,0,0,0,"Lohman LSL extra",NULL,0,0,0,0,0,0,0,0,0
143,30/04/2020,icdabaiq11020162558,"Day-Old Chicks",Mindanao,USA,15098,5025,10073,NAIA,10/05/2020,May,15098,GP,0,0,2020,7448,3300,2625,Cobb,NULL,0,0,5025,10073,1725,7448,3300,2625,1725
144,11/05/2020,icdabaiq11020162561,"Day-Old Chicks",Mindanao,USA,15098,5025,10073,NAIA,17/05/2020,May,15098,GP,0,0,2020,7448,3300,2625,Cobb,NULL,0,0,5025,10073,1725,7448,3300,2625,1725
145,29/04/2020,icdabaiq11020162557,"Day-Old Chicks",Mindanao,Netherlands,11648,1248,10400,NAIA,30/05/2020,May,11648,PS-Layer,1248,10400,2020,0,0,0,"Isa White",NULL,0,0,0,0,0,0,0,0,0
146,29/05/2020,icdabaiq11020162557,"Day-Old Chicks",Mindanao,Netherlands,11648,1248,10400,NAIA,05/06/2020,June,11648,PS-Layer,1248,10400,2020,0,0,0,"Isa White",NULL,0,0,0,0,0,0,0,0,0
147,01/06/2020,icdabaiq11020162571,"Day-Old Chicks",Mindanao,Netherlands,30162,10032,20130,NAIA,06/06/2020,June,30162,GP,0,0,2020,14916,6600,5214,Cobb,NULL,0,0,10032,20130,3432,14916,6600,5214,3432
148,28/05/2020,icdabaiq11020162569,"Day-Old Chicks",Mindanao,USA,22780,3015,19765,NAIA,06/06/2020,June,22780,PS,0,0,2020,0,0,0,Ross,NULL,3015,19765,0,0,0,0,0,0,0
149,27/05/2020,icdabaiq11020162568,"Day-Old Chicks",Mindanao,Netherlands,25830,5180,20650,NAIA,12/06/2020,June,25830,GP,0,0,2020,15610,3920,5040,Cobb,NULL,0,0,5180,20650,1260,15610,3920,5040,1260
150,27/05/2020,icdabaiq11020162566,"Day-Old Chicks",Mindanao,USA,9360,2340,7020,NAIA,18/06/2020,June,9360,GP,0,0,2020,5200,1300,1820,"Arbor Acres",NULL,0,0,2340,7020,1040,5200,1300,1820,1040
151,18/06/2020,icdabaiq11020162590,"Day-Old Chicks",Mindanao,Netherlands,1050,0,1050,NAIA,19/06/2020,June,1050,GP,0,0,2020,1050,0,0,Cobb,NULL,0,0,0,1050,0,1050,0,0,0
152,27/05/2020,icdabaiq11020162567,"Day-Old Chicks",Mindanao,USA,22780,3015,19765,NAIA,21/06/2020,June,22780,PS,0,0,2020,0,0,0,Ross,NULL,3015,19765,0,0,0,0,0,0,0
153,01/07/2020,icdabaiq11020162598,"Day-Old Chicks",Mindanao,USA,31850,7280,24570,NAIA,09/07/2020,July,31850,GP,0,0,2020,18200,5096,6370,"Indian River Meat",NULL,0,0,7280,24570,2184,18200,5096,6370,2184
154,20/06/2020,icdabaiq11020162592,"Day-Old Chicks",Mindanao,Netherlands,6720,720,6000,NAIA,18/07/2020,July,6720,PS-Layer,720,6000,2020,0,0,0,"Shaver white",NULL,0,0,0,0,0,0,0,0,0
155,30/06/2020,icdabaiq11020162597,"Day-Old Chicks",Mindanao,Netherlands,5928,728,5200,NAIA,19/07/2020,July,5928,PS-Layer,728,5200,2020,0,0,0,"Shaver White",NULL,0,0,0,0,0,0,0,0,0
156,10/07/2020,icdabaiq11020162604,"Day-Old Chicks",Mindanao,USA,3490,392,3098,NAIA,20/07/2020,July,3490,GP,0,0,2020,3098,392,0,"Indian River Meat",NULL,0,0,392,3098,0,3098,392,0,0
157,24/07/2020,icdabaiq11020162620,"Day-Old Chicks",Mindanao,USA,2080,2080,0,NAIA,06/08/2020,August,2080,PS,0,0,2020,0,0,0,"Arbor Acres",NULL,2080,0,0,0,0,0,0,0,0
158,21/07/2020,icdabaiq11020162616,"Day-Old Chicks",Mindanao,USA,4550,1040,3510,NAIA,09/08/2020,August,4550,GP,0,0,2020,2600,728,910,"Indian River Meat",NULL,0,0,1040,3510,312,2600,728,910,312
159,16/07/2020,icdabaiq11020162612,"Day-Old Chicks",Mindanao,USA,30225,10050,20175,NAIA,14/08/2020,August,30225,GP,0,0,2020,14925,6600,5250,Cobb,NULL,0,0,10050,20175,3450,14925,6600,5250,3450
160,12/09/2020,icdabaiq11020162647,"Day-Old Chicks",Mindanao,USA,9637,2426,7211,NAIA,11/09/2020,September,9637,GP,0,0,2020,5391,1386,1820,"Arbor Acres",NULL,0,0,2426,7211,1040,5391,1386,1820,1040
161,08/09/2020,icdabaiq11020162648,"Day-Old Chicks",Mindanao,USA,2163,2163,0,NAIA,11/09/2020,September,2163,PS,0,0,2020,0,0,0,"Arbor Acres",NULL,2163,0,0,0,0,0,0,0,0
162,30/09/2020,icdabaiq11020162668,"Day-Old Chicks",Mindanao,USA,25714,3354,22360,NAIA,03/10/2020,October,25714,PS,0,0,2020,0,0,0,Ross,NULL,3354,22360,0,0,0,0,0,0,0
163,23/09/2020,icdabaiq11020162661,"Day-Old Chicks",Mindanao,Netherlands,1186,146,1040,NAIA,14/10/2020,October,1186,PS-Layer,146,1040,2020,0,0,0,"Shaver Brown",NULL,0,0,0,0,0,0,0,0,0
164,25/09/2020,icdabaiq11020162662,"Day-Old Chicks",Mindanao,Netherlands,6900,900,6000,NAIA,14/10/2020,October,6900,PS-Layer,900,6000,2020,0,0,0,"Hisex White",NULL,0,0,0,0,0,0,0,0,0
165,23/09/2020,icdabaiq11020162661,"Day-Old Chicks",Mindanao,Netherlands,7114,874,6240,NAIA,14/10/2020,October,7114,PS-Layer,874,6240,2020,0,0,0,"Shaver White",NULL,0,0,0,0,0,0,0,0,0
166,22/09/2020,icdabaiq11020162659,"Day-Old Chicks",Mindanao,USA,15150,5025,10125,NAIA,14/10/2020,October,15150,GP,0,0,2020,7500,3300,2625,Cobb,NULL,0,0,5025,10125,1725,7500,3300,2625,1725
167,20/10/2020,icdabaiq11020162690,"Day-Old Chicks",Mindanao,,25714,3354,22360,NAIA,25/10/2020,October,25714,PS,0,0,2020,0,0,0,Ross,NULL,3354,22360,0,0,0,0,0,0,0
168,20/10/2020,icdabaiq11020162689,"Day-Old Chicks",Mindanao,Netherlands,11580,1244,10388,NAIA,04/11/2020,November,11580,PS-Layer,1244,10336,2020,0,0,0,"Isa White",NULL,0,0,0,0,0,0,0,0,0
169,12/10/2020,icdabaiq11020162682,"Day-Old Chicks",Mindanao,"Czech Republic",11440,0,11440,NAIA,13/11/2020,November,11440,PS-Range,0,0,2020,0,0,0,"Colored Chicken",NULL,0,11440,0,0,0,0,0,0,0
170,27/11/2020,icdabaiq11020162715,"Day-Old Chicks",Mindanao,USA,9360,2340,7020,NAIA,03/12/2020,December,9360,GP,0,0,2020,5200,1300,1820,"Arbor Acres",NULL,0,0,2340,7020,1040,5200,1300,1820,1040
171,01/12/2020,icdabaiq11020162716,"Day-Old Chicks",Mindanao,Netherlands,5712,675,4500,NAIA,17/12/2020,December,5175,PS-Layer,675,4500,2020,0,0,0,"Hi-sex White",NULL,0,0,0,0,0,0,0,0,0
172,07/12/2020,icdabaiq11020162720,"Day-Old Chicks",Mindanao,Netherlands,598,77,521,NAIA,17/12/2020,December,598,PS-Layer,77,521,2020,0,0,0,"Shaver Brown",NULL,0,0,0,0,0,0,0,0,0
173,07/12/2020,icdabaiq11020162720,"Day-Old Chicks",Mindanao,Netherlands,5337,656,4681,NAIA,17/12/2020,December,5337,PS-Layer,656,4681,2020,0,0,0,"Shaver White",NULL,0,0,0,0,0,0,0,0,0
174,12/15/2017,icdabaiq11017161042,"Day-Old Chicks",Luzon,Germany,22320,2560,19760,NAIA,1/13/2018,January,22320,PS-Layer,2560,19760,2017,0,0,0,"Lohman Lsl",,0,0,0,0,0,0,0,0,0
175,12/15/2017,icdabaiq11017161045,"Day-Old Chicks",Luzon,USA,8647,1977,6670,NAIA,1/13/2018,January,8647,GP,0,0,2017,4940,1384,1730,"Indian River Meat",,0,0,1977,6670,593,4940,1384,1730,593
176,12/15/2017,icdabaiq11017161044,"Day-Old Chicks",Luzon,USA,8647,1977,6670,NAIA,1/9/2018,January,8647,GP,0,0,2017,4940,1384,1730,"Indian River Meat",,0,0,1977,6670,593,4940,1384,1730,593
177,12/15/2017,icdabaiq11017160196,"Day-Old Chicks",Luzon,Netherlands,38990,14140,24850,NAIA,1/9/2018,January,38990,GP,0,0,2017,19250,8540,5600,Cobb,,0,0,14140,24850,5600,19250,8540,5600,5600
178,12/19/2017,icdabaiq11017161056,"Day-Old Chicks",Luzon,"New Zealand",15548,2028,13520,NAIA,1/5/2018,January,15548,PS,0,0,2017,0,0,0,"Indian River Meat",,2028,13520,0,0,0,0,0,0,0
179,12/19/2017,icdabaiq11017161055,"Day-Old Chicks",Luzon,Netherlands,16940,6160,10780,NAIA,1/3/2018,January,1640,GP,0,0,2017,8330,3710,2450,Cobb,,0,0,6160,10780,2450,8330,3710,2450,2450
180,12/20/2017,icdabaiq11017161058,"Hatching Eggs",Luzon,Spain,288000,288000,0,NAIA,1/2/2018,January,288000,Terminal-Broiler,288000,0,2017,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
181,12/21/2017,icdabaiq11017161066,"Hatching Eggs",Luzon,Australia,252000,252000,0,NAIA,1/6/2018,January,252000,Terminal-Broiler,252000,0,2017,0,0,0,,,0,0,0,0,0,0,0,0,0
182,12/21/2017,icdabaiq11017161075,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,1/16/2018,January,144000,Terminal-Broiler,144000,0,2017,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
183,12/21/2017,icdabaiq11017161073,"Hatching Eggs",Luzon,Brazil,42480,4680,37800,NAIA,1/11/2018,January,42480,PS,0,0,2017,0,0,0,Cobb,,4680,37800,0,0,0,0,0,0,0
184,12/21/2017,icdabaiq11017161067,"Hatching Eggs",Luzon,Australia,252000,252000,0,NAIA,1/10/2018,January,252000,Terminal-Broiler,252000,0,2017,0,0,0,,,0,0,0,0,0,0,0,0,0
185,12/21/2017,icdabaiq11017161071,"Hatching Eggs",Luzon,Brazil,50040,5760,44280,NAIA,1/6/2018,January,50040,PS,0,0,2017,0,0,0,Cobb,,5760,44280,0,0,0,0,0,0,0
186,12/21/2017,icdabaiq11017161074,"Hatching Eggs",Luzon,Brazil,42480,4680,37800,NAIA,1/10/2018,January,42480,PS,0,0,2017,0,0,0,Cobb,,4680,37800,0,0,0,0,0,0,0
187,12/21/2017,icdabaiq11018161072,"Hatching Eggs",Luzon,Brazil,50760,5760,45000,NAIA,1/9/2018,January,50760,PS,0,0,2017,0,0,0,Cobb,,5760,45000,0,0,0,0,0,0,0
188,12/21/2017,icdabaiq11017161065,"Hatching Eggs",Luzon,Brazil,41760,5040,36720,NAIA,1/8/2018,January,41760,PS,0,0,2017,0,0,0,Cobb,,5040,36720,0,0,0,0,0,0,0
189,12/21/2017,icdabaiq11017161069,"Hatching Eggs",Luzon,Australia,252000,252000,0,NAIA,1/31/2018,January,252000,Terminal-Broiler,252000,0,2018,0,0,0,,,0,0,0,0,0,0,0,0,0
190,12/21/2017,icdabaiq11017161064,"Hatching Eggs",Luzon,Brazil,33480,3960,29520,NAIA,1/8/2018,January,33480,PS,0,0,2017,0,0,0,Cobb,,3960,29520,0,0,0,0,0,0,0
191,12/21/2017,icdabaiq11017161068,"Hatching Eggs",Luzon,Australia,252000,252000,0,NAIA,1/28/2018,January,252000,Terminal-Broiler,252000,0,2017,0,0,0,,,0,0,0,0,0,0,0,0,0
192,12/21/2017,icdabaiq11017161070,"Hatching Eggs",Luzon,Australia,252000,252000,0,NAIA,2/6/2018,February,252000,Terminal-Broiler,252000,0,2017,0,0,0,,,0,0,0,0,0,0,0,0,0
193,12/21/2017,icdabaiq11017161063,"Hatching Eggs",Luzon,Australia,252000,252000,0,NAIA,1/13/2018,January,252000,Terminal-Broiler,252000,0,2017,0,0,0,,,0,0,0,0,0,0,0,0,0
194,12/26/2017,icdabaiq11017161077,"Day-Old Chicks",Luzon,"United Kingdom",31096,4056,27040,NAIA,1/19/2018,January,31096,PS,0,0,2017,0,0,0,"Indian River Meat",,4056,27040,0,0,0,0,0,0,0
195,12/26/2017,icdabaiq11017161078,"Day-Old Chicks",Luzon,USA,1600,1600,0,NAIA,1/12/2018,January,1600,PS,0,0,2017,0,0,0,Cobb,,1600,0,0,0,0,0,0,0,0
196,1/2/2018,icdabaiq11018161082,"Hatching Eggs",Luzon,Brazil,63000,7200,55800,NAIA,1/12/2018,January,63000,PS,0,0,2018,0,0,0,Cobb,,7200,55800,0,0,0,0,0,0,0
197,1/3/2018,icdabaiq11018161084,"Hatching Eggs",Luzon,Brazil,50760,5760,45000,NAIA,1/18/2018,January,50760,PS,0,0,2018,0,0,0,Cobb,,5760,45000,0,0,0,0,0,0,0
198,1/3/2018,icdabaiq11018161083,"Hatching Eggs",Luzon,Brazil,41760,5400,36360,NAIA,1/13/2018,January,41760,PS,0,0,2018,0,0,0,Cobb,,5400,36360,0,0,0,0,0,0,0
199,1/3/2018,icdabaiq11018161086,"Hatching Eggs",Luzon,Brazil,50760,5760,45000,NAIA,1/20/2018,January,50760,PS,0,0,2018,0,0,0,Cobb,,5760,45000,0,0,0,0,0,0,0
200,1/3/2018,icdabaiq11018161087,"Hatching Eggs",Luzon,Brazil,52920,6480,46440,NAIA,1/24/2018,January,52920,PS,0,0,2018,0,0,0,Cobb,,6480,46440,0,0,0,0,0,0,0
201,1/3/2018,icdabaiq11018161085,"Hatching Eggs",Luzon,Brazil,33840,4320,29520,NAIA,1/30/2018,January,33840,PS,0,0,2018,0,0,0,Cobb,,4320,29520,0,0,0,0,0,0,0
202,1/5/2018,icdabaiq11018161088,"Day-Old Chicks",Luzon,USA,1600,1600,0,NAIA,1/27/2018,January,1600,PS,0,0,2018,0,0,0,Cobb,,1600,0,0,0,0,0,0,0,0
203,1/9/2018,icdabaiq11018161092,"Day-Old Chicks",Luzon,Netherlands,18897,2465,16432,NAIA,1/18/2018,January,18897,PS,0,0,2018,0,0,0,Ross,,2465,16432,0,0,0,0,0,0,0
204,1/9/2018,icdabaiq11018161093,"Day-Old Chicks",Luzon,Netherlands,30140,3932,26208,NAIA,1/18/2018,January,30140,PS,0,0,2018,0,0,0,Ross,,3932,26208,0,0,0,0,0,0,0
205,1/10/2018,icdabaiq11018161096,"Day-Old Chicks",Luzon,Netherlands,19713,2865,16848,NAIA,2/1/2018,February,19713,PS,0,0,2018,0,0,0,"Arbor Acres",,2865,16848,0,0,0,0,0,0,0
206,1/12/2018,icdabaiq11018161101,"Day-Old Chicks",Luzon,U.S.A.,17940,2340,15600,NAIA,2/8/2018,February,17940,PS,0,0,2018,0,0,0,Ross,,2340,15600,0,0,0,0,0,0,0
207,1/16/2018,icdabaiq11018161109,"Day-Old Chicks",Luzon,U.S.A.,25834,3370,22464,NAIA,2/10/2018,February,25834,PS,0,0,2018,0,0,0,Ross,,3370,22464,0,0,0,0,0,0,0
208,1/16/2018,icdabaiq11018161108,"Day-Old Chicks",Luzon,Netherlands,9030,0,9030,NAIA,2/3/2018,February,9030,GP,0,0,2018,7000,0,2030,Cobb,,0,0,0,9030,0,7000,0,2030,0
209,1/17/2018,icdabaiq11018161115,"Day-Old Chicks",Luzon,Germany,14480,2000,12480,NAIA,2/7/2018,February,14480,PS-Layer,2000,12480,2018,0,0,0,"Lohman LSL",,0,0,0,0,0,0,0,0,0
210,1/17/2018,icdabaiq11018161110,"Day-Old Chicks",Luzon,Netherlands,17223,2247,14976,NAIA,2/8/2018,February,17223,PS,0,0,2018,0,0,0,Ross,,2247,14976,0,0,0,0,0,0,0
211,1/17/2018,icdabaiq11018161116,"Day-Old Chicks",Luzon,"United Kingdom",14352,1872,12480,NAIA,2/9/2018,February,14352,PS,0,0,2018,0,0,0,"Indian River Meat",,1872,12480,0,0,0,0,0,0,0
212,1/18/2018,icdabaiq11017161107,"Day-Old Chicks",Luzon,Netherlands,21070,10920,10150,NAIA,1/30/2018,January,21070,GP,0,0,2018,7840,6580,2310,Cobb,,0,0,10920,10150,4340,7840,6580,2310,4340
213,1/18/2018,icdabaiq11018161117,"Day-Old Chicks",Luzon,Netherlands,22564,2944,19620,NAIA,2/1/2018,February,22564,PS,0,0,2018,0,0,0,"Arbor Acres",,2944,19620,0,0,0,0,0,0,0
214,1/19/2018,icdabaiq11018161118,"Day-Old Chicks",Luzon,U.S.A.,27589,7957,19632,NAIA,2/15/2018,February,27589,GP,0,0,2018,14872,3941,4760,Ross,,0,0,7957,19632,4016,14872,3941,4760,4016
215,1/19/2018,icdabaiq11018161106,"Day-Old Chicks",Luzon,Germany,10000,1360,8640,NAIA,1/24/2018,January,10000,PS-Layer,1360,8640,2018,0,0,0,"H & N Super Nick",,0,0,0,0,0,0,0,0,0
216,1/19/2018,icdabaiq11018161105,"Day-Old Chicks",Luzon,Netherlands,22485,2933,19552,NAIA,1/25/2018,January,22485,PS,0,0,2018,0,0,0,Ross,,2933,19552,0,0,0,0,0,0,0
217,1/21/2018,icdabaiq11018161130,"Hatching Eggs",Luzon,Brazil,38880,4680,34200,NAIA,2/2/2018,February,38880,PS,0,0,2018,0,0,0,Cobb,,4680,34200,0,0,0,0,0,0,0
218,1/22/2018,icdabaiq11018161121,"Hatching Eggs",Luzon,Australia,252000,252000,0,NAIA,3/15/2018,March,252000,Terminal-Broiler,252000,0,2018,0,0,0,,,0,0,0,0,0,0,0,0,0
219,1/22/2018,icdabaiq11018161122,"Hatching Eggs",Luzon,Australia,252000,252000,0,NAIA,2/23/2018,February,252000,Terminal-Broiler,252000,0,2018,0,0,0,,,0,0,0,0,0,0,0,0,0
220,1/22/2018,icdabaiq11018161125,"Hatching Eggs",Luzon,Australia,252000,252000,0,NAIA,3/8/2018,March,252000,Terminal-Broiler,252000,0,2018,0,0,0,,,0,0,0,0,0,0,0,0,0
221,1/22/2018,icdabaiq11018161123,"Hatching Eggs",Luzon,Australia,252000,252000,0,NAIA,2/28/2018,February,252000,Terminal-Broiler,252000,0,2018,0,0,0,,,0,0,0,0,0,0,0,0,0
222,1/23/2018,icdabaiq11018161128,"Day-Old Chicks",Luzon,U.S.A.,19615,2559,17056,NAIA,2/15/2018,February,19615,PS,0,0,2018,0,0,0,Ross,,2559,17056,0,0,0,0,0,0,0
223,1/23/2018,icdabaiq11018161155,"Day-Old Chicks",Luzon,U.S.A.,14808,1704,13104,NAIA,2/22/2018,February,14808,PS,0,0,2018,0,0,0,Ross,,1704,13104,0,0,0,0,0,0,0
224,1/23/2018,icdabaiq11018161126,"Day-Old Chicks",Luzon,U.S.A.,30140,3932,26208,NAIA,2/19/2018,February,30140,PS,0,0,2018,0,0,0,Ross,,3932,26208,0,0,0,0,0,0,0
225,1/23/2018,icdabaiq11018161127,"Day-Old Chicks",Luzon,U.S.A.,19615,2559,17056,NAIA,2/17/2018,February,19615,PS,0,0,2018,0,0,0,Ross,,2559,17056,0,0,0,0,0,0,0
226,1/25/2018,icdabaiq11018161134,"Hatching Eggs",Luzon,Spain,252000,252000,0,NAIA,2/6/2018,February,252000,Terminal-Broiler,252000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
227,1/25/2018,icdabaiq11018161133,"Hatching Eggs",Luzon,Spain,216000,216000,0,NAIA,2/13/2018,February,216000,Terminal-Broiler,216000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
228,1/26/2018,icdabaiq11018161139,"Day-Old Chicks",Luzon,"United Kingdom",26432,3448,22984,NAIA,2/10/2018,February,26432,PS,0,0,2018,0,0,0,Ross,,3448,22984,0,0,0,0,0,0,0
229,1/26/2018,icdabaiq11018161137,"Day-Old Chicks",Luzon,"United Kingdom",26553,3464,23088,NAIA,2/9/2018,February,26552,PS,0,0,2018,0,0,0,Ross,,3464,23088,0,0,0,0,0,0,0
230,1/26/2018,icdabaiq11018161038,"Day-Old Chicks",Luzon,"United Kingdom",26432,3448,22984,NAIA,2/10/2018,February,26432,PS,0,0,2018,0,0,0,Ross,,3448,22984,0,0,0,0,0,0,0
231,1/26/2018,icdabaiq11018161136,"Hatching Eggs",Luzon,Brazil,42480,5400,37080,NAIA,2/2/2018,February,42480,PS,0,0,2018,0,0,0,Cobb,,5400,37080,0,0,0,0,0,0,0
232,1/26/2018,icdabaiq11018161120,"Hatching Eggs",Luzon,Australia,252000,252000,0,NAIA,2/14/2018,February,252000,Terminal-Broiler,252000,0,2018,0,0,0,,,0,0,0,0,0,0,0,0,0
233,1/29/2018,icdabaiq11018161141,"Day-Old Chicks",Luzon,U.S.A.,5098,1166,3932,NAIA,2/17/2018,February,5098,GP,0,0,2018,2912,816,1020,"Indian River Meat",,0,0,1166,3932,350,2912,816,1020,350
234,1/29/2018,icdabaiq11018161140,"Day-Old Chicks",Luzon,Canada,1280,960,320,NAIA,2/1/2018,February,1280,PS-Layer,960,320,2018,0,0,0,"H & N Super Nick",,0,0,0,0,0,0,0,0,0
235,1/31/2018,icdabaiq11018161145,"Day-Old Chicks",Luzon,Netherlands,11000,4000,7000,NAIA,2/10/2018,February,2532,GP,0,0,2018,2070,0,462,Cobb,,0,0,0,2532,0,5000,2000,2000,2000
