id,date_issued,permit_number,category,island,origin,number_requested,requested_male,requested_female,port_of_discharge,date_of_arrival,arrival_month,acctual_arrival,number,male,female,year_permit_issued,flf,flm,mlf,breed,validity,ps_male,ps_female,gp_male,gp_female,mlm,requested_flf,requested_flm,requested_mlf,requested_mlm
236,2/3/2018,icdabaiq11018161147,"Day-Old Chicks",Luzon,Netherlands,35880,4680,31200,NAIA,3/4/2018,March,35880,PS-Layer,4680,31200,2018,0,0,0,"Dekalb White",,0,0,0,0,0,0,0,0,0
237,2/5/2018,icdabaiq11018161149,"Day-Old Chicks",Luzon,Netherlands,42578,5554,37024,NAIA,2/15/2018,February,42578,PS,0,0,2018,0,0,0,Ross,,5554,37024,0,0,0,0,0,0,0
238,2/9/2018,icdabaiq11018161161,"Day-Old Chicks",Luzon,Netherlands,13810,1590,12220,NAIA,3/2/2018,March,13810,PS,0,0,2018,0,0,0,Ross,,1590,12220,0,0,0,0,0,0,0
239,2/9/2018,icdabaiq11018161158,"Hatching Eggs",Luzon,Spain,216000,216000,0,NAIA,2/27/2018,February,216000,Terminal-Broiler,216000,0,2017,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
240,2/9/2018,icdabaiq11018161159,"Hatching Eggs",Luzon,Spain,216000,216000,0,NAIA,2/20/2018,February,216000,Terminal-Broiler,216000,0,2017,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
241,2/9/2018,icdabaiq11018161160,"Hatching Eggs",Luzon,Spain,216000,216000,0,NAIA,3/6/2018,March,216000,Terminal-Broiler,216000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
242,2/12/2018,icdabaiq11018161167,"Day-Old Chicks",Luzon,U.S.A.,25116,3276,21840,NAIA,2/22/2018,February,25116,PS,0,0,2018,0,0,0,Ross,,3276,21840,0,0,0,0,0,0,0
243,2/12/2018,icdabaiq11018161168,"Day-Old Chicks",Luzon,U.S.A.,27987,3651,24336,NAIA,2/26/2018,February,27987,PS,0,0,2018,0,0,0,Ross,,3651,24336,0,0,0,0,0,0,0
244,2/14/2018,icdabaiq11018161171,"Day-Old Chicks",Luzon,Belgium,5000,0,5000,NAIA,3/1/2018,March,5000,Terminal-Layer,0,5000,2018,0,0,0,"Isa brown",,0,0,0,0,0,0,0,0,0
245,2/14/2018,icdabaiq11018161173,"Day-Old Chicks",Luzon,France,13800,1800,12000,NAIA,3/10/2018,March,13800,PS,0,0,2018,0,0,0,Hubbard,,1800,12000,0,0,0,0,0,0,0
246,2/14/2018,icdabaiq11018161171,"Day-Old Chicks",Luzon,Belgium,5000,0,5000,NAIA,3/1/2018,March,5000,Terminal-Layer,0,5000,2018,0,0,0,"Bovans Brown",,0,0,0,0,0,0,0,0,0
247,2/14/2018,icdabaiq11018161172,"Day-Old Chicks",Luzon,Netherlands,14352,1872,12480,NAIA,3/2/2018,March,14352,PS,0,0,2018,0,0,0,"Indian River Meat",,1872,12480,0,0,0,0,0,0,0
248,2/14/2018,icdabaiq11018161176,"Day-Old Chicks",Luzon,France,4480,480,4000,NAIA,3/23/2018,March,4480,PS-Range,0,0,2018,0,0,0,"Hubbard JA57KI",,480,4000,0,0,0,0,0,0,0
249,2/14/2018,icdabaiq11018161175,"Day-Old Chicks",Luzon,U.S.A.,999,999,0,NAIA,2/26/2018,February,999,PS,0,0,2018,0,0,0,Ross,,999,0,0,0,0,0,0,0,0
250,2/14/2018,icdabaiq11018161174,"Day-Old Chicks",Luzon,U.S.A.,42308,4868,37440,NAIA,2/28/2018,February,42308,PS,0,0,2018,0,0,0,Ross,,4868,37440,0,0,0,0,0,0,0
251,2/19/2018,icdabaiq11018161183,"Day-Old Chicks",Luzon,Netherlands,12319,1607,10712,NAIA,3/28/2018,March,12319,PS-Layer,1607,10712,2018,0,0,0,"Shaver White",,0,0,0,0,0,0,0,0,0
252,2/21/2018,icdabaiq11018161184,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,3/1/2018,March,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
253,2/21/2018,icdabaiq11018161185,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,3/8/2018,March,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
254,2/21/2018,icdabaiq11018161186,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,3/15/2018,March,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
255,2/21/2018,icdabaiq11018161187,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,3/21/2018,March,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
256,2/26/2018,icdabaiq11018161189,"Hatching Eggs",Luzon,Brazil,39960,4680,35280,NAIA,4/1/2018,April,39960,PS,0,0,2018,0,0,0,Cobb,,4680,35280,0,0,0,0,0,0,0
257,2/26/2018,icdabaiq11018161190,"Day-Old Chicks",Luzon,Netherlands,17940,2340,15600,NAIA,3/10/2018,March,17940,PS-Layer,2340,15600,2018,0,0,0,"Isa White",,0,0,0,0,0,0,0,0,0
258,2/27/2018,icdabaiq11018161196,"Day-Old Chicks",Luzon,Netherlands,14300,1820,12480,NAIA,3/9/2018,March,14300,PS-Range,0,0,2018,0,0,0,SA51A,,1820,12480,0,0,0,0,0,0,0
259,3/2/2018,icdabaiq11018161297,"Hatching Eggs",Luzon,Spain,288000,288000,0,NAIA,4/3/2018,April,288000,Terminal-Broiler,288000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
260,3/6/2018,icdabaiq11018161205,"Hatching Eggs",Luzon,Spain,288000,288000,0,NAIA,3/13/2018,March,288000,Terminal-Broiler,288000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
261,3/6/2018,icdabaiq11018161207,"Hatching Eggs",Luzon,Spain,288000,288000,0,NAIA,3/19/2018,March,288000,Terminal-Broiler,288000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
262,3/6/2018,icdabaiq11018161208,"Hatching Eggs",Luzon,Spain,216000,216000,0,NAIA,3/27/2018,March,216000,Terminal-Broiler,216000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
263,3/6/2018,icdabaiq11018161183,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,4/15/2018,April,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
264,3/6/2018,icdabaiq11018161209,"Day-Old Chicks",Luzon,Belgium,13520,0,13520,NAIA,3/28/2018,March,13520,Terminal-Layer,0,13520,2018,0,0,0,"Bovans Brown",,0,0,0,0,0,0,0,0,0
265,3/7/2018,icdabaiq11018161234,"Hatching Eggs",Luzon,Australia,252000,252000,0,NAIA,4/14/2018,April,201600,Terminal-Broiler,201600,0,2018,0,0,0,,,0,0,0,0,0,0,0,0,0
266,3/7/2018,icdabaiq11018161251,"Hatching Eggs",Luzon,Australia,252000,252000,0,NAIA,4/19/2018,April,201600,Terminal-Broiler,201600,0,2018,0,0,0,,,0,0,0,0,0,0,0,0,0
267,3/7/2018,icdabaiq11018161265,"Hatching Eggs",Luzon,Australia,252000,252000,0,NAIA,4/5/2018,April,252000,Terminal-Broiler,252000,0,2018,0,0,0,,,0,0,0,0,0,0,0,0,0
268,3/14/2018,icdabaiq11018161224,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,4/12/2018,April,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
269,3/14/2018,icdabaiq11018161230,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,3/27/2018,March,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
270,3/14/2018,icdabaiq11018161233,"Day-Old Chicks",Luzon,Netherlands,19802,2122,17680,NAIA,3/25/2018,March,19802,PS-Layer,2122,17680,2018,0,0,0,"Dekalb White",,0,0,0,0,0,0,0,0,0
271,3/14/2018,icdabaiq11018161154,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,4/5/2018,April,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
272,3/20/2018,icdabaiq11018161204,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,4/26/2018,April,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
273,3/20/2018,icdabaiq11018161209,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,4/20/2018,April,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
274,3/22/2018,icdabaiq11018161188,"Hatching Eggs",Luzon,Brazil,39240,5760,33480,NAIA,3/27/2018,March,39240,PS,0,0,2018,0,0,0,Cobb,,5760,33480,0,0,0,0,0,0,0
275,4/2/2018,icdabaiq11018161197,"Hatching Eggs",Luzon,Spain,33120,33120,0,NAIA,4/10/2018,April,33120,Terminal-Broiler,33120,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
276,4/2/2018,icdabaiq11018161147,"Hatching Eggs",Luzon,Spain,288000,288000,0,NAIA,4/24/2018,April,288000,Terminal-Broiler,288000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
277,4/2/2018,icdabaiq11018161189,"Hatching Eggs",Luzon,Spain,288000,288000,0,NAIA,4/10/2018,April,288000,Terminal-Broiler,288000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
278,4/2/2018,icdabaiq11018161147,"Hatching Eggs",Luzon,Spain,288000,288000,0,NAIA,4/17/2018,April,288000,Terminal-Broiler,288000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
279,4/3/2018,icdabaiq11018161257,"Hatching Eggs",Luzon,Australia,208320,208320,0,NAIA,5/23/2018,May,208320,Terminal-Broiler,208320,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
280,4/3/2018,icdabaiq11018161256,"Hatching Eggs",Luzon,Australia,208320,208320,0,NAIA,5/16/2018,May,208320,Terminal-Broiler,208320,0,2018,0,0,0,,,0,0,0,0,0,0,0,0,0
281,4/3/2018,icdabaiq11018161258,"Hatching Eggs",Luzon,Australia,208320,208320,0,NAIA,5/30/2018,May,208320,Terminal-Broiler,208320,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
282,4/6/2018,icdabaiq11018161265,"Day-Old Chicks",Luzon,Belgium,22964,2996,19968,NAIA,4/27/2018,April,22964,PS,0,0,2018,0,0,0,Ross,,2996,19968,0,0,0,0,0,0,0
283,4/6/2018,icdabaiq11018161147,"Hatching Eggs",Luzon,Spain,12240,12240,0,NAIA,4/24/2018,April,12240,Terminal-Broiler,12240,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
284,4/6/2018,icdabaiq11018161196,"Hatching Eggs",Luzon,Spain,22680,22680,0,NAIA,4/17/2018,April,22680,Terminal-Broiler,22680,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
285,4/6/2018,icdabaiq11018161251,"Day-Old Chicks",Luzon,Australia,11482,1498,9984,NAIA,4/11/2018,April,11482,PS,0,0,2018,0,0,0,Ross,,1498,9984,0,0,0,0,0,0,0
286,4/6/2018,icdabaiq11018161264,"Day-Old Chicks",Luzon,Australia,11482,1498,9984,NAIA,4/13/2018,April,11482,PS,0,0,2018,0,0,0,Ross,,1498,9984,0,0,0,0,0,0,0
287,4/10/2018,icdabaiq11018161217,"Hatching Eggs",Luzon,Spain,72000,72000,0,NAIA,4/17/2018,April,72000,Terminal-Broiler,72000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
288,4/10/2018,icdabaiq11018161176,"Hatching Eggs",Luzon,Spain,72000,72000,0,NAIA,4/24/2018,April,72000,Terminal-Broiler,72000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
289,4/13/2018,icdabaiq11018161293,"Day-Old Chicks",Luzon,Belgium,15600,0,15600,NAIA,4/27/2018,April,15600,Terminal-Layer,0,15600,2018,0,0,0,"Bovans Brown",,0,0,0,0,0,0,0,0,0
290,4/13/2018,icdabaiq11018161292,"Hatching Eggs",Luzon,Spain,288000,288000,0,NAIA,5/1/2018,May,288000,Terminal-Broiler,288000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
291,4/16/2018,icdabaiq11018161300,"Hatching Eggs",Luzon,Spain,15480,15480,0,NAIA,5/1/2018,May,15480,Terminal-Broiler,15480,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
292,4/16/2018,icdabaiq11018161295,"Day-Old Chicks",Luzon,Australia,11482,1498,9984,NAIA,5/18/2018,May,11482,PS,0,0,2018,0,0,0,Ross,,1498,9984,0,0,0,0,0,0,0
293,4/16/2018,icdabaiq11018161294,"Day-Old Chicks",Luzon,Australia,11482,1498,9984,NAIA,4/27/2018,April,11482,PS,0,0,2018,0,0,0,Ross,,1498,9984,0,0,0,0,0,0,0
294,4/16/2018,icdabaiq11018161297,"Day-Old Chicks",Luzon,Australia,11482,1498,9984,NAIA,4/28/2018,April,11482,PS,0,0,2018,0,0,0,Ross,,1498,9984,0,0,0,0,0,0,0
295,4/16/2018,icdabaiq11018161296,"Day-Old Chicks",Luzon,Australia,11482,1498,9984,NAIA,5/4/2018,May,11482,PS,0,0,2018,0,0,0,Ross,,1498,9984,0,0,0,0,0,0,0
296,4/17/2018,icdabaiq11018161303,"Hatching Eggs",Luzon,Spain,288000,288000,0,NAIA,5/8/2018,May,288000,Terminal-Broiler,288000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
297,4/17/2018,icdabaiq11018161299,"Day-Old Chicks",Luzon,"United Kingdom",16940,6160,10780,NAIA,5/11/2018,May,16940,GP,0,0,2018,8330,3710,2450,Cobb,,0,0,6160,10780,2450,8330,3710,2450,2450
298,4/18/2018,icdabaiq11018161309,"Hatching Eggs",Luzon,Spain,72000,72000,0,NAIA,5/2/2018,May,72000,Terminal-Broiler,72000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
299,4/18/2018,icdabaiq11018161310,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,5/3/2018,May,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
300,4/19/2018,icdabaiq11018161312,"Hatching Eggs",Luzon,Spain,72000,72000,0,NAIA,5/9/2018,May,72000,Terminal-Broiler,72000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
301,4/19/2018,icdabaiq11018161318,"Hatching Eggs",Luzon,Spain,72000,72000,0,NAIA,5/23/2018,May,72000,Terminal-Broiler,72000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
302,4/19/2018,icdabaiq11018161316,"Hatching Eggs",Luzon,Spain,252000,252000,0,NAIA,5/7/2018,May,252000,Terminal-Broiler,252000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
303,4/19/2018,icdabaiq11018161313,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,5/10/2018,May,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
304,4/20/2018,icdabaiq11018161319,"Day-Old Chicks",Luzon,Netherlands,21630,11480,10150,NAIA,5/10/2018,May,21630,GP,0,0,2018,7840,6930,2310,Cobb,,0,0,11480,10150,4550,7840,6930,2310,4550
305,4/23/2018,icdabaiq11018161328,"Day-Old Chicks",Luzon,Netherlands,10097,1317,8780,NAIA,5/25/2018,May,10097,PS-Layer,1317,8780,2018,0,0,0,Babcock,,0,0,0,0,0,0,0,0,0
306,4/23/2018,icdabaiq11018161327,"Day-Old Chicks",Luzon,Australia,19489,2542,16947,NAIA,5/4/2018,May,19489,PS,0,0,2018,0,0,0,"Arbor Acres",,2542,16947,0,0,0,0,0,0,0
307,4/26/2018,icdabaiq11018161331,"Day-Old Chicks",Luzon,Australia,13994,1826,12168,NAIA,5/2/2018,May,13994,PS,0,0,2018,0,0,0,"Arbor Acres",,1826,12168,0,0,0,0,0,0,0
308,4/26/2018,icdabaiq11018161332,"Day-Old Chicks",Luzon,Australia,13994,1826,12168,NAIA,5/28/2018,May,13994,PS,0,0,2018,0,0,0,"Arbor Acres",,1826,12168,0,0,0,0,0,0,0
309,5/2/2018,icdabaiq11018161340,"Hatching Eggs",Luzon,Spain,74880,74880,0,NAIA,5/8/2018,May,74880,Terminal-Broiler,74880,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
310,5/8/2018,icdabaiq11018161345,"Day-Old Chicks",Luzon,Belgium,21840,0,21840,NAIA,5/16/2018,May,21840,Terminal-Layer,0,21840,2018,0,0,0,"Bovans Brown",,0,0,0,0,0,0,0,0,0
311,5/10/2018,icdabaiq11018161348,"Hatching Eggs",Luzon,Spain,72000,72000,0,NAIA,5/23/2018,May,72000,Terminal-Broiler,72000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
312,5/10/2018,icdabaiq11018161355,"Day-Old Chicks",Luzon,"New Zealand",14352,1872,12480,NAIA,6/21/2018,June,14352,PS,0,0,2018,0,0,0,"Indian River Meat",,1872,12480,0,0,0,0,0,0,0
313,5/10/2018,icdabaiq11018161353,"Hatching Eggs",Luzon,Spain,74880,74880,0,NAIA,5/14/2018,May,74880,Terminal-Broiler,74880,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
314,5/10/2018,icdabaiq11018161347,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,5/22/2018,May,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
315,5/10/2018,icdabaiq11018161350,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,5/29/2018,May,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
316,5/10/2018,icdabaiq11018161349,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,6/5/2018,June,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
317,5/11/2018,icdabaiq11018161341,"Day-Old Chicks",Luzon,U.S.A.,27589,7957,19632,NAIA,5/31/2018,May,27589,GP,0,0,2018,14872,3941,4760,Ross,,0,0,7957,19632,4016,14872,3941,4760,4016
318,5/11/2018,icdabaiq11018161356,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,5/16/2018,May,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
319,5/17/2018,icdabaiq11018161357,"Day-Old Chicks",Luzon,Belgium,34320,0,34320,NAIA,6/14/2018,June,34320,Terminal-Layer,0,34320,2018,0,0,0,"H & N Brown Nick",,0,0,0,0,0,0,0,0,0
320,5/18/2018,icdabaiq11018161364,"Day-Old Chicks",Luzon,Belgium,20800,0,20800,NAIA,6/8/2018,June,20800,Terminal-Layer,0,20800,2018,0,0,0,"Bovans Brown",,0,0,0,0,0,0,0,0,0
321,5/18/2018,icdabaiq11018161365,"Day-Old Chicks",Luzon,Netherlands,11960,1560,10400,NAIA,6/22/2018,June,11960,PS-Layer,1560,10400,2018,0,0,0,"Bovans White",,0,0,0,0,0,0,0,0,0
322,5/18/2018,icdabaiq11018161366,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,6/15/2018,June,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
323,5/18/2018,icdabaiq11018161367,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,6/13/2018,June,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
324,5/18/2018,icdabaiq11018161362,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,6/7/2018,June,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
325,5/18/2018,icdabaiq11018161363,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,6/6/2018,June,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
326,5/21/2018,icdabaiq11018161368,"Hatching Eggs",Luzon,Spain,72000,72000,0,NAIA,5/30/2018,May,72000,Terminal-Broiler,72000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
327,5/21/2018,icdabaiq11018161369,"Hatching Eggs",Luzon,Spain,72000,72000,0,NAIA,5/30/2018,May,72000,Terminal-Broiler,72000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
328,5/21/2018,icdabaiq11018161370,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,6/1/2018,June,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
329,5/22/2018,icdabaiq11018161371,"Day-Old Chicks",Luzon,Australia,11960,1560,10400,NAIA,7/6/2018,July,11960,PS,0,0,2018,0,0,0,"Arbor Acres",,1560,10400,0,0,0,0,0,0,0
330,5/24/2018,icdabaiq11018161384,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,6/20/2018,June,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
331,5/24/2018,icdabaiq11018161389,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,6/29/2018,June,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
332,5/24/2018,icdabaiq11018161382,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,6/27/2018,June,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
333,5/24/2018,icdabaiq11018161385,"Day-Old Chicks",Luzon,Canada,24720,2880,21840,NAIA,6/10/2018,June,24720,PS-Layer,2880,21840,2018,0,0,0,"Lohman LSL",,0,0,0,0,0,0,0,0,0
334,5/24/2018,icdabaiq11018161374,"Day-Old Chicks",Luzon,France,5009,537,4472,NAIA,6/13/2018,June,5009,PS-Range,0,0,2018,0,0,0,"Hubbard JA57KI",,537,4472,0,0,0,0,0,0,0
335,5/24/2018,icdabaiq11018161383,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,6/21/2018,June,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
336,5/24/2018,icdabaiq11018161380,"Hatching Eggs",Luzon,U.S.A.,207360,207360,0,NAIA,6/7/2018,June,207360,Terminal-Broiler,207360,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
337,6/1/2018,icdabaiq11018161394,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,6/15/2018,June,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
338,6/7/2018,icdabaiq11018161395,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,6/12/2018,June,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
339,6/9/2018,icdabaiq11018161397,"Day-Old Chicks",Luzon,Netherlands,30170,10920,19250,NAIA,7/13/2018,July,30170,GP,0,0,2018,14910,6580,4340,Cobb,,0,0,10920,19250,4340,14910,6580,4340,4340
340,6/13/2018,icdabaiq11018161399,"Day-Old Chicks",Luzon,"New Zealand",11283,1472,9811,NAIA,7/7/2018,July,11283,PS,0,0,2018,0,0,0,"Arbor Acres",,1472,9811,0,0,0,0,0,0,0
341,6/16/2018,icdabaiq11018161411,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,6/25/2018,June,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
342,6/17/2018,icdabaiq11018161408,"Day-Old Chicks",Luzon,U.S.A.,17223,2247,14976,NAIA,7/8/2018,July,17223,PS,0,0,2018,0,0,0,Ross,,2247,14976,0,0,0,0,0,0,0
343,6/17/2018,icdabaiq11018161409,"Day-Old Chicks",Luzon,U.S.A.,17223,2247,14976,NAIA,7/5/2018,July,17223,PS,0,0,2018,0,0,0,Ross,,2247,14976,0,0,0,0,0,0,0
344,6/17/2018,icdabaiq11018161406,"Day-Old Chicks",Luzon,U.S.A.,19823,2559,17264,NAIA,7/9/2018,July,19823,PS,0,0,2018,0,0,0,Ross,,2559,17264,0,0,0,0,0,0,0
345,6/17/2018,icdabaiq11018161405,"Day-Old Chicks",Luzon,U.S.A.,20364,2684,17680,NAIA,7/9/2018,July,20364,PS,0,0,2018,0,0,0,Ross,,2684,17680,0,0,0,0,0,0,0
346,6/17/2018,icdabaiq11018161410,"Day-Old Chicks",Luzon,Netherlands,7700,2800,4900,NAIA,7/4/2018,July,7700,GP,0,0,2018,3780,1680,1120,Cobb,,0,0,2800,4900,1120,3780,1680,1120,1120
347,6/18/2018,icdabaiq11018161407,"Day-Old Chicks",Luzon,U.S.A.,17223,2247,14976,NAIA,7/6/2018,July,17223,PS,0,0,2018,0,0,0,Ross,,2247,14976,0,0,0,0,0,0,0
348,6/19/2018,icdabaiq11018161412,"Day-Old Chicks",Luzon,Netherlands,16940,6160,10780,NAIA,7/19/2018,July,16940,GP,0,0,2018,8330,3710,2450,Cobb,,0,0,6160,10780,2450,8330,3710,2450,2450
349,6/20/2018,icdabaiq11018161419,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,7/13/2018,July,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
350,6/20/2018,icdabaiq11018161418,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,6/26/2018,June,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
351,6/20/2018,icdabaiq11018161415,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,7/5/2018,July,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
352,6/20/2018,icdabaiq11018161421,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,8/3/2018,August,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
353,6/20/2018,icdabaiq11018161422,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,8/1/2018,August,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
354,6/20/2018,icdabaiq11018161424,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,7/25/2018,July,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
355,6/20/2018,icdabaiq11018161420,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,7/11/2018,July,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
356,6/20/2018,icdabaiq11018161417,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,7/18/2018,July,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
357,6/20/2018,icdabaiq11018161423,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,7/26/2018,July,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
358,6/20/2018,icdabaiq11018161425,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,7/19/2018,July,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
